,OMIM:191600,OMIM:246470,OMIM:603641,OMIM:109400,OMIM:109800,OMIM:114480,OMIM:114500,OMIM:114550,OMIM:120435,OMIM:133239,OMIM:137215,OMIM:144700,OMIM:148500,OMIM:150800,OMIM:155240,OMIM:158320,OMIM:167000,OMIM:171400,OMIM:176807,OMIM:188470,OMIM:188550,OMIM:202300,OMIM:211980,OMIM:260350,OMIM:260500,OMIM:273300,OMIM:275355,OMIM:276300,OMIM:300854,OMIM:312300,OMIM:601228,OMIM:601518,OMIM:603688,OMIM:603956,OMIM:604370,OMIM:605074,OMIM:606719,OMIM:608089,OMIM:608266,OMIM:608615,OMIM:609310,OMIM:610644,OMIM:612229,OMIM:612555,OMIM:612591,OMIM:613244,OMIM:613347,OMIM:613659,OMIM:614331,OMIM:614337,OMIM:614350,OMIM:614385,OMIM:614456,OMIM:614564,OMIM:615083
OMIM:275355,0,1.442985754,1.442985754,2.129088495,1.973879196,1.68348338,1.442985754,1.442985754,1.442985754,1.442985754,1.39250731,1.442985754,1.801259223,2.129088495,1.521024194,2.129088495,1.442985754,1.767603711,0,1.442985754,1.521024194,1.521024194,1.521024194,1.442985754,1.442985754,1.442985754,2.433479186,2.129088495,1.442985754,1.442985754,0,1.39250731,1.442985754,1.39250731,1.68348338,1.480409397,2.433479186,1.442985754,1.442985754,1.767603711,1.442985754,1.193158098,1.442985754,1.68348338,1.442985754,1.442985754,1.442985754,1.442985754,1.442985754,1.442985754,1.442985754,1.442985754,2.197488339,1.801259223,1.442985754
OMIM:276300,0.669137752,3.379778579,1.150158074,2.520706985,3.388665677,1.68348338,3.558554106,2.508626864,3.16058705,1.895813128,0.920107118,2.689610737,1.790796545,2.694078921,3.814978754,2.883976608,3.315669102,2.475797101,2.310686194,3.468162503,3.814978754,3.144782414,1.521024194,2.627462158,2.230110094,2.862741582,2.129088495,3.688774062,2.689610737,2.115708254,0.672085874,2.322159067,2.365045913,0.932024381,1.68348338,2.876068134,3.346920147,3.320428828,1.824664882,1.895471704,3.16058705,1.661802976,3.16058705,1.68348338,3.771821757,3.11688341,2.627462158,2.538964702,3.11688341,3.604006166,3.405232509,3.11688341,2.491381074,0.823154325,3.771562602
OMIM:300854,0.973291276,1.869394905,1.382749267,2.741681386,3.388665677,1.68348338,3.0113861,1.382749267,1.382749267,1.382749267,1.329211523,3.0113861,1.382749267,2.889588432,1.521024194,2.889588432,2.562154234,1.971919476,1.204447954,1.382749267,1.521024194,1.521024194,1.521024194,1.382749267,1.382749267,2.562154234,1.442985754,2.689610737,3.0113861,2.664678805,0,1.815857161,1.869394905,1.329211523,1.68348338,3.29204991,1.625308645,2.562154234,1.382749267,1.382749267,1.382749267,0,1.382749267,1.68348338,2.562154234,1.382749267,1.382749267,1.382749267,1.382749267,2.562154234,2.562154234,1.382749267,1.663852874,1.382749267,1.382749267
OMIM:312300,0.979808851,1.328189267,0.573061702,2.456851381,3.180958782,2.563946996,2.496445528,0.790973194,1.17001861,0.576664675,0.261095121,2.664678805,0.388794217,1.917972746,2.195810947,2.049887588,3.411174926,1.33807834,3.341961246,1.99619177,2.195810947,2.195810947,1.521024194,1.078032779,0.543222926,2.841592572,1.442985754,2.115708254,2.664678805,3.680464128,0,3.259681841,2.560030161,1.075593879,2.563946996,2.81426882,1.625308645,3.058681183,1.406001,0.634986987,1.17001861,0,1.17001861,2.563946996,2.076770055,1.26892234,1.078032779,1.150506464,1.26892234,2.482764073,2.223795628,1.26892234,1.663852874,0.466172181,1.195269623
OMIM:601228,0,0.672085874,0,0.672085874,0,0,0.672085874,1.008128811,1.033978268,0.672085874,0.672085874,0,0.672085874,0.672085874,0,0.672085874,0,0.672085874,0,0,0,0,0,0.768098142,0,0,0,0.672085874,0,0,0.672085874,0,0,0,0,0,0.672085874,0,0,0.672085874,1.033978268,0,1.033978268,0,0.672085874,1.056134945,0.768098142,0.977579453,1.056134945,0.672085874,0.672085874,1.056134945,0,0,1.106964969
OMIM:601518,1.094952685,1.316487939,0.550264986,2.346971775,2.044054451,1.624591862,2.322159067,0.761527435,1.124717443,0.374905814,0.221535254,1.815857161,0.221535254,2.322159067,1.462132676,2.322159067,2.322159067,1.316487939,3.712231263,1.329211523,1.462132676,1.462132676,1.462132676,1.044380483,0.522190241,2.346971775,1.39250731,2.322159067,1.815857161,3.259681841,0,3.596290948,3.596290948,0.348126828,1.624591862,1.867609714,1.576809748,2.346743794,0.716731704,0.609221948,1.124717443,0,1.124717443,1.624591862,2.322159067,1.218443897,1.044380483,1.10767627,1.218443897,2.322159067,2.322159067,1.218443897,1.624591862,0.295380339,1.146770726
OMIM:603688,0.708498796,1.328189267,1.03035431,2.381101195,2.122576474,1.68348338,1.953397778,0.790973194,1.17001861,0.594170605,0.573385363,1.869394905,0.594170605,1.953397778,1.521024194,1.953397778,2.232405298,1.686377872,3.712231263,1.382749267,1.521024194,1.521024194,1.521024194,1.078032779,1.392278908,2.179649953,1.442985754,2.365045913,1.869394905,2.560030161,0,3.596290948,3.189484189,0.573385363,1.68348338,1.926501232,1.625308645,2.371983016,0.744445359,0.634986987,1.17001861,0,1.17001861,1.68348338,1.953397778,1.26892234,1.078032779,1.150506464,1.26892234,1.957120985,1.953397778,1.26892234,1.663852874,0.594170605,1.195269623
OMIM:603956,0,1.218443897,0.550264986,1.265462213,1.895357172,1.624591862,1.31217035,0.761527435,1.124717443,1.075593879,0.348126828,1.329211523,0.932024381,0.937264536,1.462132676,1.218443897,1.329211523,0.58485307,0,1.329211523,1.462132676,1.462132676,1.462132676,1.044380483,0.522190241,1.044380483,1.39250731,0.932024381,1.329211523,1.075593879,0,0.348126828,0.573385363,1.461066832,1.624591862,1.421517879,1.576809748,1.044380483,0.716731704,0.609221948,1.124717443,0,1.124717443,1.624591862,1.044380483,1.218443897,1.044380483,1.10767627,1.218443897,1.13141219,1.072230629,1.218443897,1.624591862,0.348126828,1.146770726
OMIM:604370,0,1.68348338,1.68348338,2.563946996,1.973879196,3.416784266,1.68348338,1.68348338,1.68348338,1.68348338,1.624591862,1.68348338,1.68348338,1.68348338,1.68348338,3.416784266,3.416784266,1.68348338,0,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,2.563946996,0,1.624591862,1.68348338,1.624591862,3.416784266,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,0,1.68348338,3.416784266,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,3.416784266,1.68348338
OMIM:605074,1.003706628,1.926501232,1.480409397,2.884854519,3.388665677,1.68348338,3.29204991,1.480409397,1.480409397,1.480409397,1.421517879,3.29204991,1.480409397,3.068754186,1.521024194,3.068754186,2.720287963,2.020482089,1.204447954,1.480409397,1.521024194,1.521024194,1.521024194,1.480409397,1.480409397,2.720287963,1.480409397,2.876068134,3.29204991,2.81426882,0,1.867609714,1.926501232,1.421517879,1.68348338,3.434112251,1.625308645,2.720287963,1.480409397,1.480409397,1.480409397,0,1.480409397,1.68348338,2.720287963,1.480409397,1.480409397,1.480409397,1.480409397,2.720287963,2.720287963,1.480409397,1.663852874,1.480409397,1.480409397
OMIM:606719,0,1.898537135,1.625308645,2.542422466,1.973879196,1.68348338,2.192415311,1.898537135,1.908168856,1.898537135,1.850038238,1.625308645,2.046061505,2.542422466,1.625308645,2.478557238,1.625308645,2.032203352,0,1.625308645,1.625308645,1.625308645,1.625308645,2.703034816,1.625308645,1.855321593,2.433479186,3.346920147,1.625308645,1.625308645,0.672085874,1.576809748,1.625308645,1.576809748,1.68348338,1.625308645,4.151997442,1.625308645,1.625308645,2.032203352,1.908168856,1.193158098,1.908168856,1.68348338,1.898537135,1.954347568,2.703034816,1.898537135,1.954347568,1.898537135,1.898537135,1.954347568,2.981100909,1.772833015,1.953897021
OMIM:608089,1.051502182,1.755583605,1.086445853,3.058681183,3.180958782,1.68348338,3.320428828,1.086445853,1.17001861,1.086445853,1.044380483,2.562154234,1.086445853,3.320428828,1.521024194,3.320428828,3.108437274,1.755583605,2.310686194,1.382749267,1.521024194,1.521024194,1.521024194,1.086445853,1.086445853,2.973973964,1.442985754,3.320428828,2.562154234,3.058681183,0,2.346743794,2.371983016,1.044380483,1.68348338,2.720287963,1.625308645,3.382962309,1.086445853,1.086445853,1.17001861,0,1.17001861,1.68348338,3.382962309,1.26892234,1.086445853,1.150506464,1.26892234,3.382962309,3.382962309,1.26892234,1.663852874,1.086445853,1.195269623
OMIM:608266,0,1.272427788,0.744445359,0.744445359,1.973879196,1.68348338,1.363511673,1.182969279,1.17001861,0.744445359,0.716731704,1.382749267,0.744445359,1.182969279,3.144782414,1.269377101,1.444579607,3.260226502,0,2.971846234,3.144782414,3.144782414,1.521024194,1.078032779,0.744445359,1.182969279,1.442985754,1.824664882,1.382749267,1.406001,0,0.716731704,0.744445359,0.716731704,1.68348338,1.480409397,1.625308645,1.086445853,4.234981566,0.744445359,1.17001861,0,1.17001861,1.68348338,1.09065239,1.26892234,1.078032779,1.150506464,1.26892234,1.181890633,1.119343843,1.26892234,1.663852874,0.744445359,1.195269623
OMIM:608615,0,2.67506549,1.206775881,2.275258542,1.973879196,1.68348338,2.132738771,2.08160504,3.16058705,1.735307835,1.638020287,1.382749267,2.03250827,1.606434402,1.521024194,2.224527417,1.388103041,1.3448303,0,1.382749267,1.521024194,1.521024194,1.521024194,1.741587682,0.634986987,1.078032779,1.767603711,1.895471704,1.382749267,0.634986987,0.672085874,0.609221948,0.634986987,0.609221948,1.68348338,1.480409397,2.032203352,1.086445853,0.744445359,3.117474449,3.16058705,1.009922531,3.16058705,1.68348338,2.459160578,3.11688341,1.741587682,2.538964702,3.11688341,2.105871168,2.154202042,3.11688341,1.916333507,1.60107949,3.44928311
OMIM:609310,0,3.16058705,1.17001861,2.756603317,1.973879196,1.68348338,3.098207802,2.637815809,3.191776674,2.756603317,2.043023035,1.382749267,2.756603317,2.662437262,1.521024194,3.191776674,1.388103041,2.256323243,0,1.382749267,1.521024194,1.521024194,1.521024194,1.908168856,1.17001861,1.17001861,1.442985754,3.16058705,1.382749267,1.17001861,1.033978268,1.124717443,1.17001861,1.124717443,1.68348338,1.480409397,1.908168856,1.17001861,1.17001861,3.16058705,3.191776674,0,3.191776674,1.68348338,3.098207802,3.11688341,1.908168856,2.662437262,3.11688341,3.098207802,3.098207802,3.11688341,1.663852874,1.17001861,3.265480504
OMIM:610644,0,0,0,2.291907285,0,0,0,0,0,0,0,0,2.291907285,1.413513075,0,1.193158098,0,1.009922531,0,0,0,0,0,0,0,0,1.193158098,1.661802976,0,0,0,0,0,0,0,0,1.193158098,0,0,1.009922531,0,2.291907285,0,0,0,0,0,0,0,0,0,0,1.193158098,1.413513075,0
OMIM:612229,0,3.16058705,1.17001861,2.756603317,1.973879196,1.68348338,3.098207802,2.637815809,3.191776674,2.756603317,2.043023035,1.382749267,2.756603317,2.662437262,1.521024194,3.191776674,1.388103041,2.256323243,0,1.382749267,1.521024194,1.521024194,1.521024194,1.908168856,1.17001861,1.17001861,1.442985754,3.16058705,1.382749267,1.17001861,1.033978268,1.124717443,1.17001861,1.124717443,1.68348338,1.480409397,1.908168856,1.17001861,1.17001861,3.16058705,3.191776674,0,3.191776674,1.68348338,3.098207802,3.11688341,1.908168856,2.662437262,3.11688341,3.098207802,3.098207802,3.11688341,1.663852874,1.17001861,3.265480504
OMIM:612555,0,1.68348338,1.68348338,2.563946996,1.973879196,3.416784266,1.68348338,1.68348338,1.68348338,1.68348338,1.624591862,1.68348338,1.68348338,1.68348338,1.68348338,3.416784266,3.416784266,1.68348338,0,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,2.563946996,0,1.624591862,1.68348338,1.624591862,3.416784266,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,0,1.68348338,3.416784266,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,1.68348338,3.416784266,1.68348338
OMIM:612591,0.669137752,2.793729454,1.09065239,3.279627215,3.180958782,1.68348338,3.464557627,2.08160504,3.098207802,2.144026826,1.632346251,2.562154234,2.144026826,3.195438383,1.521024194,3.464557627,3.108437274,2.135899632,2.310686194,1.382749267,1.521024194,1.521024194,1.521024194,1.741587682,1.09065239,2.705811261,1.442985754,3.771821757,2.562154234,2.076770055,0.672085874,2.322159067,1.953397778,1.044380483,1.68348338,2.720287963,1.898537135,3.382962309,1.09065239,2.459160578,3.098207802,0,3.098207802,1.68348338,3.842324651,3.11688341,1.741587682,2.538964702,3.11688341,3.552486997,3.495824367,3.11688341,1.663852874,1.09065239,3.836186854
OMIM:613244,0,3.11688341,1.26892234,2.875455813,1.973879196,1.68348338,3.491717821,2.765153128,3.11688341,2.875455813,2.071156232,1.382749267,2.875455813,2.788015905,1.521024194,3.442207308,1.388103041,2.254780718,0,1.382749267,1.521024194,1.521024194,1.521024194,1.954347568,1.26892234,1.26892234,1.442985754,3.11688341,1.382749267,1.26892234,1.056134945,1.218443897,1.26892234,1.218443897,1.68348338,1.480409397,1.954347568,1.26892234,1.26892234,3.11688341,3.11688341,0,3.11688341,1.68348338,3.11688341,3.491717821,1.954347568,2.788015905,3.491717821,3.491717821,3.491717821,3.491717821,1.663852874,1.26892234,3.265480504
OMIM:613347,0,1.741587682,1.078032779,1.741587682,1.973879196,1.68348338,1.741587682,1.741587682,1.908168856,1.741587682,1.707935386,1.382749267,1.741587682,1.741587682,1.521024194,1.741587682,1.388103041,1.741587682,0,1.382749267,1.521024194,1.521024194,1.521024194,2.627462158,1.078032779,1.078032779,1.442985754,2.627462158,1.382749267,1.078032779,0.768098142,1.044380483,1.078032779,1.044380483,1.68348338,1.480409397,2.703034816,1.086445853,1.078032779,1.741587682,1.908168856,0,1.908168856,1.68348338,1.741587682,1.954347568,2.627462158,1.872833455,1.954347568,1.741587682,1.741587682,1.954347568,1.663852874,1.078032779,1.953897021
OMIM:613659,0,2.538964702,1.150506464,2.969587986,1.973879196,1.68348338,2.969587986,2.519565982,2.662437262,2.538964702,2.348162465,1.382749267,2.538964702,2.538964702,1.521024194,2.969587986,1.388103041,2.030091764,0,1.382749267,1.521024194,1.521024194,1.521024194,1.872833455,1.150506464,1.150506464,1.442985754,2.538964702,1.382749267,1.150506464,0.977579453,1.10767627,1.150506464,1.10767627,1.68348338,1.480409397,1.898537135,1.150506464,1.150506464,2.538964702,2.662437262,0,2.662437262,1.68348338,2.538964702,2.788015905,1.872833455,3.152760988,2.788015905,2.538964702,2.538964702,2.788015905,1.663852874,1.150506464,2.82222528
OMIM:614331,0,3.11688341,1.26892234,2.875455813,1.973879196,1.68348338,3.491717821,2.765153128,3.11688341,2.875455813,2.071156232,1.382749267,2.875455813,2.788015905,1.521024194,3.442207308,1.388103041,2.254780718,0,1.382749267,1.521024194,1.521024194,1.521024194,1.954347568,1.26892234,1.26892234,1.442985754,3.11688341,1.382749267,1.26892234,1.056134945,1.218443897,1.26892234,1.218443897,1.68348338,1.480409397,1.954347568,1.26892234,1.26892234,3.11688341,3.11688341,0,3.11688341,1.68348338,3.11688341,3.491717821,1.954347568,2.788015905,3.491717821,3.491717821,3.491717821,3.491717821,1.663852874,1.26892234,3.265480504
OMIM:614337,0.669137752,2.528114033,1.181890633,3.352418545,3.180958782,1.68348338,3.708637461,2.08160504,3.098207802,1.98515737,1.557768357,2.562154234,1.98515737,3.356786503,1.521024194,3.766668115,3.315669102,2.057184252,2.310686194,1.382749267,1.521024194,1.521024194,1.521024194,1.741587682,1.181890633,2.73860761,1.442985754,3.604006166,2.562154234,2.482764073,0.672085874,2.322159067,1.957120985,1.13141219,1.68348338,2.720287963,1.898537135,3.382962309,1.181890633,2.105871168,3.098207802,0,3.098207802,1.68348338,3.552486997,3.491717821,1.741587682,2.538964702,3.491717821,3.822690112,3.739904202,3.491717821,1.663852874,1.181890633,3.265480504
OMIM:614350,0.669137752,2.528919183,1.119343843,3.123454373,3.180958782,1.68348338,3.615139779,2.08160504,3.098207802,2.019002588,1.549749537,2.562154234,2.019002588,3.221066706,1.521024194,3.587413891,3.108437274,2.046141676,2.310686194,1.382749267,1.521024194,1.521024194,1.521024194,1.741587682,1.119343843,2.705811261,1.442985754,3.405232509,2.562154234,2.223795628,0.672085874,2.322159067,1.953397778,1.072230629,1.68348338,2.720287963,1.898537135,3.382962309,1.119343843,2.154202042,3.098207802,0,3.098207802,1.68348338,3.495824367,3.491717821,1.741587682,2.538964702,3.491717821,3.739904202,3.650158528,3.491717821,1.663852874,1.119343843,3.265480504
OMIM:614385,0,3.11688341,1.26892234,2.875455813,1.973879196,1.68348338,3.491717821,2.765153128,3.11688341,2.875455813,2.071156232,1.382749267,2.875455813,2.788015905,1.521024194,3.442207308,1.388103041,2.254780718,0,1.382749267,1.521024194,1.521024194,1.521024194,1.954347568,1.26892234,1.26892234,1.442985754,3.11688341,1.382749267,1.26892234,1.056134945,1.218443897,1.26892234,1.218443897,1.68348338,1.480409397,1.954347568,1.26892234,1.26892234,3.11688341,3.11688341,0,3.11688341,1.68348338,3.11688341,3.491717821,1.954347568,2.788015905,3.491717821,3.491717821,3.491717821,3.491717821,1.663852874,1.26892234,3.265480504
OMIM:614456,0,1.663852874,1.663852874,2.491381074,1.973879196,1.68348338,2.08523477,1.663852874,1.663852874,1.663852874,1.624591862,1.663852874,1.942510016,2.491381074,1.663852874,2.491381074,1.663852874,1.916333507,0,1.663852874,1.663852874,1.663852874,1.663852874,1.663852874,1.663852874,2.08523477,2.197488339,2.491381074,1.663852874,1.663852874,0,1.624591862,1.663852874,1.624591862,1.68348338,1.663852874,2.981100909,1.663852874,1.663852874,1.916333507,1.663852874,1.193158098,1.663852874,1.68348338,1.663852874,1.663852874,1.663852874,1.663852874,1.663852874,1.663852874,1.663852874,1.663852874,3.040059604,1.942510016,1.663852874
OMIM:614564,0,1.272427788,1.525389366,1.988391483,1.973879196,3.416784266,1.363511673,0.790973194,1.17001861,0.717183761,0.894023646,1.382749267,1.338608531,1.119943277,1.521024194,1.661583129,1.860821465,0.719238014,0,1.382749267,1.521024194,1.521024194,1.521024194,1.078032779,0.543222926,1.078032779,1.801259223,0.823154325,1.382749267,0.466172181,0,0.295380339,0.594170605,0.348126828,3.416784266,1.480409397,1.772833015,1.086445853,0.744445359,1.60107949,1.17001861,1.413513075,1.17001861,3.416784266,1.09065239,1.26892234,1.078032779,1.150506464,1.26892234,1.181890633,1.119343843,1.26892234,1.942510016,2.963872665,1.195269623
OMIM:615083,0,3.44928311,1.195269623,3.176446122,1.973879196,1.68348338,3.265480504,2.790844997,3.265480504,2.930239284,2.115184933,1.382749267,2.930239284,2.82222528,1.521024194,3.265480504,1.388103041,2.365798697,0,1.382749267,1.521024194,1.521024194,1.521024194,1.953897021,1.195269623,1.195269623,1.442985754,3.771562602,1.382749267,1.195269623,1.106964969,1.146770726,1.195269623,1.146770726,1.68348338,1.480409397,1.953897021,1.195269623,1.195269623,3.44928311,3.265480504,0,3.265480504,1.68348338,3.836186854,3.265480504,1.953897021,2.82222528,3.265480504,3.265480504,3.265480504,3.265480504,1.663852874,1.195269623,3.836186854
